,PROC_NUM,PARCEL_NO,ADDRESS,DATE,CONST_COST,ADMIN_COST,CAT_CODE,UNITS_VAL,PED_ORIENTED,LAND USE,UNITS
2902,C2019207465-0,3069120040240,21305 SW 120 AVE,10/15/2019,0,159.4,210-00,1,1,Single Family Detached,unit
2889,C2019207486-0,3069120040290,21395 SW 120 AVE,8/9/2019,0,159.4,210-00,1,1,Single Family Detached,unit
2906,C2019207416-0,3069120040325,11959 SW 214 ST,8/9/2019,0,159.4,210-00,1,1,Single Family Detached,unit
2905,C2019206145-0,3069120040330,11941 SW 214 ST,10/25/2019,0,159.4,210-00,1,1,Single Family Detached,unit
2892,C2019206124-0,3069120040335,11931 SW 214 ST,8/8/2019,0,159.4,210-00,1,1,Single Family Detached,unit
2900,C2019207516-0,3069120040460,21405 SW 120 AVE,8/12/2019,0,159.4,210-00,1,1,Single Family Detached,unit
2897,C2019226861-0,3069120040510,21495 SW 120 AVE,9/18/2019,0,0,210-00,0,0,Single Family Detached,unit
2896,C2019215887-0,3069120041070,11940 SW 217 ST,8/28/2019,0,159.4,210-00,1,1,Single Family Detached,unit
1124,C2019166652-0,3069120081531,12150 SW 213 ST,11/26/2019,9758.75,195.17,231-00,2,1,Duplex,unit
3696,C2018184769-0,3069120081535,21301 SW 122 AVE,2/1/2019,9449.33,188.99,230-00,2,1,"Condominium,Townhouse",unit
2912,C2019179729-0,3069120081550,12070 SW 213 ST,10/7/2019,0,159.4,210-00,1,1,Single Family Detached,unit
2903,C2019179737-0,3069120081660,12135 SW 213 ST,10/17/2019,0,159.4,210-00,1,1,Single Family Detached,unit
2909,C2020037585-0,3069120560050,21505 SW 125 PASSAGE,12/13/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2907,C2020037583-0,3069120560060,21485 SW 125 PASSAGE,12/13/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2908,C2020037584-0,3069120560070,21465 SW 125 PASSAGE,12/13/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2898,C2020016029-0,3069120560090,21425 SW 125 PASSAGE,11/4/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2899,C2020016030-0,3069120560100,21405 SW 125 PASSAGE,11/4/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2894,C2019111352-0,3069120560150,21500 SW 125 PASSAGE,3/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2922,C2020033791-0,3069130000365,22095 SW 122 CT,12/6/2019,8227.56,164.55,210-00,1,1,Single Family Detached,unit
2916,C2018048473-0,3069130001331,22905 SW 122 AVE,3/6/2019,8983.85,179.68,210-00,1,0,Single Family Detached,unit
2921,C2019118901-0,3069130010461,22225 SW 119 AVE,4/3/2019,0,0,210-00,1,0,Single Family Detached,unit
2920,C2019118901-0,3069130010461,22225 SW 119 AVE,4/3/2019,0,0,210-00,-1,0,Single Family Detached,unit
2915,C2017023783-0,3069130030540,11780 SW 226 ST,4/10/2019,8689.69,173.79,210-00,1,0,Single Family Detached,unit
2918,C2019226831-0,3069130050250,12225 SW 218 ST,9/18/2019,0,159.4,210-00,1,1,Single Family Detached,unit
2919,C2019066039-0,3069130111034,23061 SW 124 AVE,3/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2913,C2019066077-0,3069130111038,23001 SW 124 AVE,3/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2917,C2019069129-0,3069130111300,22955 SW 123 CT,1/23/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2914,C2020000946-0,3069130111870,22801 SW 123 AVE,10/4/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2927,C2019079229-0,3069140000285,13334 SW 227 ST,2/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2946,C2019085624-0,3069140000285,13217 SW 231 ST,2/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2990,C2019085639-0,3069140000285,13258 SW 231 ST,2/19/2019,8689.69,173.79,210-00,1,0,Single Family Detached,unit
2997,C2019079240-0,3069140000285,13273 SW 231 ST,2/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2923,C2019216469-0,3069140000460,12800 SW 227 ST,8/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2928,C2019218050-0,3069140000460,12814 SW 227 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2929,C2019132669-0,3069140000460,12824 SW 229 TER,4/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2931,C2019216461-0,3069140000460,12859 SW 229 ST,8/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2932,C2019216464-0,3069140000460,12857 SW 228 ST,8/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2933,C2019113188-0,3069140000460,12847 SW 229 TER,3/27/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2934,C2019218061-0,3069140000460,12830 SW 228 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2935,C2019218065-0,3069140000460,12844 SW 228 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2936,C2019218073-0,3069140000460,12845 SW 229 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2937,C2019218076-0,3069140000460,12831 SW 229 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2938,C2019218077-0,3069140000460,12817 SW 229 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2939,C2019218080-0,3069140000460,12803 SW 229 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2941,C2020029388-0,3069140000460,22788 SW 128 PL,11/27/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2942,C2020029390-0,3069140000460,22704 SW 128 PL,11/27/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2943,C2019218082-0,3069140000460,12853 SW 226 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2944,C2020029392-0,3069140000460,22654 SW 128 PL,11/27/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2947,C2019216440-0,3069140000460,12860 SW 229 ST,8/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2952,C2019129488-0,3069140000460,22923 SW 128 AVE,4/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2953,C2019129574-0,3069140000460,22959 SW 128 AVE,4/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2954,C2019216498-0,3069140000460,12863 SW 226 ST,8/27/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2955,C2019216502-0,3069140000460,12823 SW 226 ST,8/27/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2956,C2019216505-0,3069140000460,22803 SW 128 AVE,8/27/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2958,C2019216452-0,3069140000460,12801 SW 228 ST,8/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2959,C2019216456-0,3069140000460,12856 SW 227 ST,8/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2960,C2019216446-0,3069140000460,12858 SW 228 ST,8/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2962,C2019216510-0,3069140000460,22839 SW 128 AVE,8/27/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2964,C2019094316-0,3069140000460,22954 SW 128 PL,3/1/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2965,C2019094326-0,3069140000460,12833 SW 229 TER,3/1/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2966,C2019094339-0,3069140000460,12861 SW 229 TER,3/1/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2967,C2019113228-0,3069140000460,12819 SW 229 TER,3/27/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2969,C2019132728-0,3069140000460,12805 SW 229 TER,4/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2970,C2019132731-0,3069140000460,12818 SW 229 ST,4/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2971,C2019132734-0,3069140000460,12804 SW 229 ST,4/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2972,C2019216384-0,3069140000460,12873 SW 226 ST,8/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2973,C2019216387-0,3069140000460,12843 SW 226 ST,8/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2974,C2019216390-0,3069140000460,12813 SW 226 ST,8/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2976,C2020029377-0,3069140000460,22732 SW 128 PL,11/26/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2977,C2020029378-0,3069140000460,22618 SW 128 PL,11/26/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2978,C2020029379-0,3069140000460,22600 SW 128 PL,11/26/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2979,C2019216364-0,3069140000460,12833 SW 226 ST,8/28/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2980,C2019216366-0,3069140000460,22701 SW 128 AVE,8/28/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2981,C2019216370-0,3069140000460,22875 SW 128 AVE,8/28/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2982,C2019216373-0,3069140000460,12815 SW 228 ST,8/28/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2983,C2019216374-0,3069140000460,12843 SW 228 ST,8/28/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2984,C2020029380-0,3069140000460,22672 SW 128 PL,11/27/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2985,C2019216395-0,3069140000460,12803 SW 226 ST,8/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2986,C2019216399-0,3069140000460,22737 SW 128 AVE,8/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2987,C2019216401-0,3069140000460,22773 SW 128 AVE,8/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2988,C2019216403-0,3069140000460,12829 SW 228 ST,8/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2989,C2019216406-0,3069140000460,12831 SW 227 ST,8/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2991,C2019218052-0,3069140000460,12828 SW 227 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2992,C2019218055-0,3069140000460,12802 SW 228 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2993,C2019218053-0,3069140000460,12842 SW 227 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2994,C2019218059-0,3069140000460,12816 SW 228 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2998,C2019094270-0,3069140000460,22970 SW 128 PL,3/1/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3001,C2019132786-0,3069140000460,12812 SW 229 TER,4/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3002,C2019132793-0,3069140000460,22941 SW 128 AVE,4/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3003,C2019132799-0,3069140000460,22905 SW 128 AVE,4/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3004,C2019125619-0,3069140000460,22977 SW 128 AVE,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3005,C2019132780-0,3069140000460,12832 SW 229 ST,4/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3006,C2019125613-0,3069140000460,22938 SW 28 PL,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3007,C2019125620-0,3069140000460,12800 SW 229 TER,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3008,C2019132773-0,3069140000460,12846 SW 229 ST,4/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3253,C2020029381-0,3069140000460,22663 SW 128 PL,11/27/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
729,C2019133091-0,3069140010010,12705 SW 232 ST,4/26/2019,21164.57,423.29,710-00,1400,0,General Office Building,sq. ft.
730,C2019133091-0,3069140010010,12705 SW 232 ST,4/26/2019,21164.57,423.29,710-00,1400,0,"General Office Building [1-50,000]",sq. ft.
3701,C2019222038-0,3069140010010,12773 SW 230 TER,9/6/2019,56802.92,1136.06,230-00,10,0,"Condominium,Townhouse",unit
3699,C2019144933-0,3069140010010,12747 SW 230 TER,5/13/2019,51122.63,1022.45,230-00,9,0,"Condominium,Townhouse",unit
1364,C2020021584-0,3069140010010,12730 SW 229 TER,11/21/2019,53807,1076.14,220-00,8,0,Apartment (Rentals),unit
2949,C2020013576-0,3069140010010,12769 SW 229 TER,10/31/2019,76624.53,1532.49,210-00,8,0,Single Family Detached,unit
3706,C2019222026-0,3069140010010,12966 SW 127 PL,9/6/2019,45442.33,908.85,230-00,8,0,"Condominium,Townhouse",unit
3702,C2019222066-0,3069140010010, 23162 SW 127 PL,9/6/2019,39762.05,795.24,230-00,7,0,"Condominium,Townhouse",unit
3707,C2020021614-0,3069140010010,12729 SW 229 TER,11/13/2019,41047.94,820.96,230-00,7,0,"Condominium,Townhouse",unit
3704,C2019222055-0,3069140010010, 23010 SW 127 PL,9/6/2019,34081.75,681.64,230-00,6,0,"Condominium,Townhouse",unit
3705,C2019149053-0,3069140010010,12730 SW 230 TER,5/22/2019,34081.75,681.64,230-00,6,0,"Condominium,Townhouse",unit
3700,C2019222082-0,3069140010010,23165 SW 127 PL,9/6/2019,17040.87,340.82,230-00,3,0,"Condominium,Townhouse",unit
3703,C2019220848-0,3069140010010,23100 SW 127 CT,9/5/2019,17040.87,340.82,230-00,3,0,"Condominium,Townhouse",unit
2996,C2019079218-0,3069140160010,13272 SW 231 ST,3/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2951,C2019146377-0,3069140160030,13244 SW 231 ST,5/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2963,C2019091833-0,3069140160060,13202 SW 231 ST,3/1/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2950,C2019210352-0,3069140160130,13274 SW 230 ST,9/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2957,C2020001893-0,3069140160140,13260 SW 230 ST,10/9/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2961,C2020019460-0,3069140160150,13246 SW 230 ST,11/8/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2945,C2020001856-0,3069140160160,13232 SW 230 ST,10/9/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2995,C2020001869-0,3069140160170,13218 SW 230 ST,10/9/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2948,C2019212295-0,3069140160180,13204 SW 230 ST,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2968,C2019146364-0,3069140160190,13203 SW 231 ST,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2926,C2019146188-0,3069140160210,13231 SW 231 ST,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2925,C2019146206-0,3069140160220,13245 SW 231 ST,5/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3189,C2019079201-0,3069140160230,13259 SW 231 ST,2/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2930,C2019224857-0,3069140160310,13207 SW 230 ST,10/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2999,C2020001885-0,3069140160320,13221 SW 230 ST,10/9/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2940,C2020019474-0,3069140160330,13235 SW 230 ST,11/12/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2924,C2019224879-0,3069140160340,13249 SW 230 ST,9/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3000,C2019224870-0,3069140160350,13263 SW 230 ST,10/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2975,C2019198496-0,3069140160360,13277 SW 230 ST,7/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
412,C2019132672-0,3069230000980,13191 SW 242 ST,6/3/2019,38051,761.02,820-00,2082,0,Shopping Center/General Retail,sq. ft.
413,C2019132672-0,3069230000980,13191 SW 242 ST,6/3/2019,38051,761.02,820-00,2082,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
733,C2019158572-0,3069230000980,24101 S DIXIE HWY,8/8/2019,19232.23,384.65,710-00,1932,1,General Office Building,sq. ft.
734,C2019158572-0,3069230000980,24101 S DIXIE HWY,8/8/2019,19232.23,384.65,710-00,1932,1,"General Office Building [1-50,000]",sq. ft.
1366,C2019107434-0,3069230000980,13031 SW 242 ST (BLDG 1A),3/22/2019,313405.96,6268.12,220-00,60,1,Apartment (Rentals),unit
1367,C2019107440-0,3069230000980,13071 SW 242 ST (BLDG 2B),3/22/2019,268633.68,5372.67,220-00,48,1,Apartment (Rentals),unit
1368,C2019108872-0,3069230000980,13111 SW 242 ST (BLDG 3B),3/22/2019,268633.68,5372.67,220-00,48,1,Apartment (Rentals),unit
1369,C2019108873-0,3069230000980,13151 SW 242 ST (BLDG 4B),3/22/2019,268633.68,5372.67,220-00,48,1,Apartment (Rentals),unit
1365,C2019107434-0,3069230000980,13031 SW 242 ST (BLDG 1A),3/22/2019,313405.96,6268.12,220-00,-4,1,Apartment (Rentals),unit
731,C2019158572-0,3069230000980,24101 S DIXIE HWY,8/8/2019,19232.23,384.65,710-00,-451,1,General Office Building,sq. ft.
732,C2019158572-0,3069230000980,24101 S DIXIE HWY,8/8/2019,19232.23,384.65,710-00,-451,1,"General Office Building [1-50,000]",sq. ft.
3009,C2019068203-0,3069240001431,24150 SW 123 AVE,2/7/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3010,C2019064530-0,3069250000271,27585 SW 133 PATH,1/23/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3712,C2019208230-0,3069260000120,13340 SW 250 ST,8/13/2019,39034.97,780.7,230-00,8,1,"Condominium,Townhouse",unit
3708,C2019185393-0,3069260000120,13337 SW 250 ST,7/3/2019,34155.6,683.11,230-00,7,1,"Condominium,Townhouse",unit
3711,C2019208253-0,3069260000120,13300 SW 250 ST,8/13/2019,29276.23,585.52,230-00,6,1,"Condominium,Townhouse",unit
3713,C2019208263-0,3069260000120,13340 SW 250 ST,8/13/2019,29276.23,585.52,230-00,6,1,"Condominium,Townhouse",unit
3714,C2019052332-0,3069260000120,25031 SW 133 PL,5/24/2019,29276.23,585.52,230-00,6,1,"Condominium,Townhouse",unit
3710,C2019052380-0,3069260000120,13344 SW 250 TER,5/23/2019,14638.12,292.76,230-00,3,1,"Condominium,Townhouse",unit
3709,C2019052416-0,3069260000121,25030 SW 133 AVE,6/7/2019,29276.23,585.52,230-00,6,1,"Condominium,Townhouse",unit
3727,C2019208551-0,3069270000276,14394 SW 258 LN,8/13/2019,48793.71,975.87,230-00,10,1,"Condominium,Townhouse",unit
3728,C2019208496-0,3069270000276,14401 SW 260 ST,8/13/2019,48793.71,975.87,230-00,10,1,"Condominium,Townhouse",unit
3725,C2019208532-0,3069270000276,14463 SW 260 ST,8/13/2019,34155.6,683.11,230-00,7,1,"Condominium,Townhouse",unit
3737,C2018074480-0,3069270000430,25855 SW 139 CT,3/15/2019,61420.67,1228.41,230-00,13,1,"Condominium,Townhouse",unit
3723,C2018076901-0,3069270000430,25949 SW 139 CT,5/14/2019,33072.67,661.45,230-00,7,1,"Condominium,Townhouse",unit
3729,C2018076876-0,3069270000430,13900 SW 259 WAY,3/15/2019,33072.67,661.45,230-00,7,1,"Condominium,Townhouse",unit
3735,C2018074507-1,3069270000430,25865 SW 139 CT,6/13/2019,33072.67,661.45,230-00,7,1,"Condominium,Townhouse",unit
3733,C2019143529-0,3069270000430,25790 SW 139 PATH,7/3/2019,29276.23,585.52,230-00,6,1,"Condominium,Townhouse",unit
3715,C2019143475-1,3069270000430,25888 SW 139 CT,7/3/2019,0,0,230-00,0,0,"Condominium,Townhouse",unit
3716,C2019143498-1,3069270000430,25870 SW 139 CT,7/3/2019,0,0,230-00,0,0,"Condominium,Townhouse",unit
3717,C2019143529-1,3069270000430,25790 SW 139 PATH,7/3/2019,0,0,230-00,0,0,"Condominium,Townhouse",unit
3718,C2019143617-1,3069270000430,25800 SW 139 PATH,7/3/2019,0,0,230-00,0,0,"Condominium,Townhouse",unit
3719,C2019143654-1,3069270000430,25860 SW 139 PATH,7/3/2019,0,0,230-00,0,1,"Condominium,Townhouse",unit
3720,C2019143688-1,3069270000430,25900 SW 139 PATH,7/3/2019,0,0,230-00,0,1,"Condominium,Townhouse",unit
3721,C2019143713-1,3069270000430,13960 SW 258 WAY,7/3/2019,0,0,230-00,0,1,"Condominium,Townhouse",unit
3722,C2018076876-1,3069270000430,13900 SW 259 WAY,3/15/2019,0,0,230-00,0,1,"Condominium,Townhouse",unit
3724,C2019143735-1,3069270000430,25861 SW 139 PATH,7/3/2019,0,0,230-00,0,1,"Condominium,Townhouse",unit
3726,C2019092002-1,3069270000430,13952 SW 258 TER,7/3/2019,0,0,230-00,0,0,"Condominium,Townhouse",unit
3731,C2018074480-1,3069270000430,25855 SW 139 CT,3/15/2019,0,0,230-00,0,1,"Condominium,Townhouse",unit
3734,C2018074507-0,3069270000430,25865 SW 139 CT,6/13/2019,0,0,230-00,0,1,"Condominium,Townhouse",unit
3738,C2019143454-1,3069270000430,13931 SW 259 WAY,7/3/2019,0,0,230-00,0,1,"Condominium,Townhouse",unit
3739,C2019092042-0,3069270000470,25900 SW 137 AVE,2/27/2019,48793.71,975.87,230-00,10,1,"Condominium,Townhouse",unit
117,C2020016628-0,3069270100010,14100 SW 256 ST,12/12/2019,12077.06,241.54,150-00,2800,1,Warehousing,sq. ft.
118,C2020030117-0,3069270100010,14100 SW 256 ST,12/12/2019,12077.06,241.54,150-00,2800,1,Warehousing,sq. ft.
3730,C2018074524-0,3069270130010,13930 SW 259 WAY,3/15/2019,51971.33,1039.43,230-00,11,1,"Condominium,Townhouse",unit
3736,C2018076853-0,3069270130010,14012 SW 259 WAY,5/14/2019,51971.33,1039.43,230-00,11,1,"Condominium,Townhouse",unit
3732,C2018074524-1,3069270130010,13930 SW 259 WAY,3/15/2019,0,0,230-00,0,1,"Condominium,Townhouse",unit
1261,C2019106041-0,3069270130018,14040 SW 258 ST,9/3/2019,0,0,222-00,0,1,High-Rise Apart or Condo over 3 floors,unit
3011,C2019236358-0,3069280000440,14975 SW 260 ST,10/3/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3012,C2019062076-0,3069290000230,16595 SW 264 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3013,C2019066245-0,3069290020250,15711 SW 252 ST,3/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3014,C2019070126-0,3069310030180,28065 SW 173 CT,1/28/2019,0,0,210-00,1,0,Single Family Detached,unit
3015,C2019070126-0,3069310030180,28065 SW 173 CT,1/28/2019,0,0,210-00,-1,0,Single Family Detached,unit
3022,C2019199681-0,3069320000352,16065 SW 277 ST,7/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3023,C2019199672-0,3069320000352, 16101 SW 277 ST,7/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3028,C2019199548-0,3069320000352,16064 SW 276 ST,7/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3029,C2019199661-0,3069320000352, 1 VACANT,7/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3026,C2019199599-0,3069320000353,16033 SW 277 ST,7/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
